Date,Year,Month,MY10Y,CPI,CSENT,IPM,HOUSE,UNEMP,SP500
1950-01-31,1950,1,,23.51,,,,6.5,17.049999237060547
1950-02-28,1950,2,,23.61,,,,6.4,17.219999313354492
1950-03-31,1950,3,,23.64,,,,6.3,17.290000915527344
1950-04-30,1950,4,,23.65,,,,5.8,17.959999084472656
1950-05-31,1950,5,,23.77,,,,5.5,18.780000686645508
1950-06-30,1950,6,,23.88,,,,5.4,17.690000534057617
1950-07-31,1950,7,,24.07,,,,5.0,17.84000015258789
1950-08-31,1950,8,,24.2,,,,4.5,18.420000076293945
1950-09-30,1950,9,,24.34,,,,4.4,19.450000762939453
1950-10-31,1950,10,,24.5,,,,4.2,19.530000686645508
1950-11-30,1950,11,,24.6,,,,4.2,19.510000228881836
1950-12-31,1950,12,,24.98,,,,4.3,20.43000030517578
1951-01-31,1951,1,,25.38,,,,3.7,21.65999984741211
1951-02-28,1951,2,,25.83,,,,3.4,21.799999237060547
1951-03-31,1951,3,,25.88,,,,3.4,21.479999542236328
1951-04-30,1951,4,,25.92,,,,3.1,22.43000030517578
1951-05-31,1951,5,,25.99,,,,3.0,21.520000457763672
1951-06-30,1951,6,,25.93,,,,3.2,20.959999084472656
1951-07-31,1951,7,,25.91,,,,3.1,22.399999618530273
1951-08-31,1951,8,,25.86,,,,3.1,23.280000686645508
1951-09-30,1951,9,,26.03,,,,3.3,23.260000228881836
1951-10-31,1951,10,,26.16,,,,3.5,22.940000534057617
1951-11-30,1951,11,,26.32,,,,3.5,22.8799991607666
1951-12-31,1951,12,,26.47,,,,3.1,23.770000457763672
1952-01-31,1952,1,,26.45,,,,3.2,24.139999389648438
1952-02-29,1952,2,,26.41,,,,3.1,23.260000228881836
1952-03-31,1952,3,,26.39,,,,2.9,24.3700008392334
1952-04-30,1952,4,,26.46,,,,2.9,23.31999969482422
1952-05-31,1952,5,,26.47,,,,3.0,23.860000610351562
1952-06-30,1952,6,,26.53,,,,3.0,24.959999084472656
1952-07-31,1952,7,,26.68,,,,3.2,25.399999618530273
1952-08-31,1952,8,,26.69,,,,3.4,25.030000686645508
1952-09-30,1952,9,,26.63,,,,3.1,24.540000915527344
1952-10-31,1952,10,,26.69,,,,3.0,24.520000457763672
1952-11-30,1952,11,,26.69,86.2,,,2.8,25.65999984741211
1952-12-31,1952,12,,26.71,,,,2.7,26.56999969482422
1953-01-31,1953,1,,26.64,,,,2.9,26.3799991607666
1953-02-28,1953,2,,26.59,90.7,,,2.6,25.899999618530273
1953-03-31,1953,3,,26.63,,,,2.6,25.290000915527344
1953-04-30,1953,4,,26.69,,,,2.7,24.6200008392334
1953-05-31,1953,5,,26.7,,,,2.5,24.540000915527344
1953-06-30,1953,6,,26.77,,,,2.5,24.139999389648438
1953-07-31,1953,7,,26.79,,,,2.6,24.75
1953-08-31,1953,8,,26.85,80.8,,,2.7,23.31999969482422
1953-09-30,1953,9,,26.89,,,,2.9,23.350000381469727
1953-10-31,1953,10,,26.95,,,,3.1,24.540000915527344
1953-11-30,1953,11,,26.85,80.7,,,3.5,24.760000228881836
1953-12-31,1953,12,,26.87,,,,4.5,24.809999465942383
1954-01-31,1954,1,,26.94,,,,4.9,26.079999923706055
1954-02-28,1954,2,,26.99,82.0,,,5.2,26.149999618530273
1954-03-31,1954,3,,26.93,,,,5.7,26.940000534057617
1954-04-30,1954,4,,26.86,,,,5.9,28.260000228881836
1954-05-31,1954,5,,26.93,82.9,,,5.9,29.190000534057617
1954-06-30,1954,6,,26.94,,,,5.6,29.209999084472656
1954-07-31,1954,7,,26.86,,,,5.8,30.8799991607666
1954-08-31,1954,8,,26.85,,,,6.0,29.829999923706055
1954-09-30,1954,9,,26.81,,,,6.1,32.310001373291016
1954-10-31,1954,10,,26.72,,,,5.7,31.68000030517578
1954-11-30,1954,11,,26.78,87.0,,,5.3,34.2400016784668
1954-12-31,1954,12,,26.77,,,,5.0,35.97999954223633
1955-01-31,1955,1,,26.77,,,,4.9,36.630001068115234
1955-02-28,1955,2,,26.82,95.9,,,4.7,36.7599983215332
1955-03-31,1955,3,,26.79,,,,4.6,36.58000183105469
1955-04-30,1955,4,,26.79,,,,4.7,37.959999084472656
1955-05-31,1955,5,,26.77,99.1,,,4.3,37.90999984741211
1955-06-30,1955,6,,26.71,,,,4.2,41.029998779296875
1955-07-31,1955,7,,26.76,,,,4.0,43.52000045776367
1955-08-31,1955,8,,26.72,,,,4.2,43.18000030517578
1955-09-30,1955,9,,26.85,,,,4.1,43.66999816894531
1955-10-31,1955,10,,26.82,,,,4.3,42.34000015258789
1955-11-30,1955,11,,26.88,99.7,,,4.2,45.5099983215332
1955-12-31,1955,12,,26.87,,,,4.2,45.47999954223633
1956-01-31,1956,1,,26.83,,,,4.0,43.81999969482422
1956-02-29,1956,2,,26.86,,,,3.9,45.34000015258789
1956-03-31,1956,3,,26.89,,,,4.2,48.47999954223633
1956-04-30,1956,4,,26.93,,,,4.0,48.380001068115234
1956-05-31,1956,5,,27.03,98.2,,,4.3,45.20000076293945
1956-06-30,1956,6,,27.15,,,,4.3,46.970001220703125
1956-07-31,1956,7,,27.29,,,,4.4,49.38999938964844
1956-08-31,1956,8,,27.31,99.9,,,4.1,47.5099983215332
1956-09-30,1956,9,,27.35,,,,3.9,45.349998474121094
1956-10-31,1956,10,,27.51,,,,3.9,45.58000183105469
1956-11-30,1956,11,,27.51,100.2,,,4.3,45.08000183105469
1956-12-31,1956,12,,27.63,,,,4.2,46.66999816894531
1957-01-31,1957,1,,27.67,,,,4.2,44.720001220703125
1957-02-28,1957,2,,27.8,,,,3.9,43.2599983215332
1957-03-31,1957,3,,27.86,,,,3.7,44.11000061035156
1957-04-30,1957,4,,27.93,,,,3.9,45.7400016784668
1957-05-31,1957,5,,28.0,92.9,,,4.1,47.43000030517578
1957-06-30,1957,6,,28.11,,,,4.3,47.369998931884766
1957-07-31,1957,7,,28.19,,,,4.2,47.90999984741211
1957-08-31,1957,8,,28.28,,,,4.1,45.220001220703125
1957-09-30,1957,9,,28.32,,,,4.4,42.41999816894531
1957-10-31,1957,10,,28.32,,,,4.5,41.060001373291016
1957-11-30,1957,11,,28.41,83.7,,,5.1,41.720001220703125
1957-12-31,1957,12,,28.47,,,,5.2,39.9900016784668
1958-01-31,1958,1,,28.64,,,,5.8,41.70000076293945
1958-02-28,1958,2,,28.7,78.5,,,6.4,40.84000015258789
1958-03-31,1958,3,,28.87,,,,6.7,42.099998474121094
1958-04-30,1958,4,,28.94,,,,7.4,43.439998626708984
1958-05-31,1958,5,,28.94,80.9,,,7.4,44.09000015258789
1958-06-30,1958,6,,28.91,,,,7.3,45.2400016784668
1958-07-31,1958,7,,28.89,,,,7.5,47.189998626708984
1958-08-31,1958,8,,28.94,,,,7.4,47.75
1958-09-30,1958,9,,28.91,,,,7.1,50.060001373291016
1958-10-31,1958,10,,28.91,,,,6.7,51.33000183105469
1958-11-30,1958,11,,28.95,90.8,,,6.2,52.47999954223633
1958-12-31,1958,12,,28.97,,,,6.2,55.209999084472656
1959-01-31,1959,1,,29.01,,,,6.0,55.45000076293945
1959-02-28,1959,2,,29.0,,,,5.9,55.40999984741211
1959-03-31,1959,3,,28.97,,,,5.6,55.439998626708984
1959-04-30,1959,4,,28.98,,,,5.2,57.59000015258789
1959-05-31,1959,5,,29.04,95.3,,,5.1,58.68000030517578
1959-06-30,1959,6,,29.11,,,,5.0,58.470001220703125
1959-07-31,1959,7,,29.15,,,,5.1,60.5099983215332
1959-08-31,1959,8,,29.18,,,,5.2,59.599998474121094
1959-09-30,1959,9,,29.25,,,,5.5,56.880001068115234
1959-10-31,1959,10,,29.35,,,,5.7,57.52000045776367
1959-11-30,1959,11,,29.35,93.8,,,5.8,58.279998779296875
1959-12-31,1959,12,,29.41,,,,5.3,59.88999938964844
1960-01-31,1960,1,,29.37,,,,5.2,55.61000061035156
1960-02-29,1960,2,,29.41,100.0,,,4.8,56.119998931884766
1960-03-31,1960,3,,29.41,,,,5.4,55.34000015258789
1960-04-30,1960,4,,29.54,,,,5.2,54.369998931884766
1960-05-31,1960,5,,29.57,93.3,,,5.1,55.83000183105469
1960-06-30,1960,6,,29.61,,,,5.4,56.91999816894531
1960-07-31,1960,7,,29.55,,,,5.5,55.5099983215332
1960-08-31,1960,8,,29.61,97.2,,,5.6,56.959999084472656
1960-09-30,1960,9,,29.61,,,,5.5,53.52000045776367
1960-10-31,1960,10,,29.75,,,,6.1,53.38999938964844
1960-11-30,1960,11,,29.78,90.1,,,6.1,55.540000915527344
1960-12-31,1960,12,,29.81,,,,6.6,58.11000061035156
1961-01-31,1961,1,,29.84,,,,6.6,61.779998779296875
1961-02-28,1961,2,,29.84,91.6,,,6.9,63.439998626708984
1961-03-31,1961,3,,29.84,,,,6.9,65.05999755859375
1961-04-30,1961,4,,29.81,,,,7.0,65.30999755859375
1961-05-31,1961,5,,29.84,92.5,,,7.1,66.55999755859375
1961-06-30,1961,6,,29.84,,,,6.9,64.63999938964844
1961-07-31,1961,7,,29.92,,,,7.0,66.76000213623047
1961-08-31,1961,8,,29.94,99.2,,,6.6,68.06999969482422
1961-09-30,1961,9,,29.98,,,,6.7,66.7300033569336
1961-10-31,1961,10,,29.98,,,,6.5,68.62000274658203
1961-11-30,1961,11,,29.98,93.0,,,6.1,71.31999969482422
1961-12-31,1961,12,,30.01,,,,6.0,71.55000305175781
1962-01-31,1962,1,4.1,30.04,,,,5.8,68.83999633789062
1962-02-28,1962,2,4.0,30.11,99.9,,,5.5,69.95999908447266
1962-03-31,1962,3,3.86,30.17,,,,5.6,69.55000305175781
1962-04-30,1962,4,3.86,30.21,,,,5.6,65.23999786376953
1962-05-31,1962,5,3.9,30.24,95.4,,,5.5,59.630001068115234
1962-06-30,1962,6,4.0,30.21,,,,5.5,54.75
1962-07-31,1962,7,4.04,30.22,,,,5.4,58.22999954223633
1962-08-31,1962,8,3.96,30.28,91.6,,,5.7,59.119998931884766
1962-09-30,1962,9,3.94,30.42,,,,5.6,56.27000045776367
1962-10-31,1962,10,3.92,30.38,,,,5.4,56.52000045776367
1962-11-30,1962,11,3.92,30.38,95.0,,,5.7,62.2599983215332
1962-12-31,1962,12,3.85,30.38,,,,5.5,63.099998474121094
1963-01-31,1963,1,3.87,30.44,,,591.0,5.7,66.19999694824219
1963-02-28,1963,2,3.94,30.48,98.4,,464.0,5.9,64.29000091552734
1963-03-31,1963,3,3.95,30.51,,,461.0,5.7,66.56999969482422
1963-04-30,1963,4,3.95,30.48,,,605.0,5.7,69.80000305175781
1963-05-31,1963,5,3.96,30.51,91.7,,586.0,5.9,70.80000305175781
1963-06-30,1963,6,4.0,30.61,,,526.0,5.6,69.37000274658203
1963-07-31,1963,7,4.0,30.69,,,665.0,5.6,69.12999725341797
1963-08-31,1963,8,4.02,30.75,96.4,,570.0,5.4,72.5
1963-09-30,1963,9,4.07,30.72,,,590.0,5.5,71.69999694824219
1963-10-31,1963,10,4.15,30.75,,,567.0,5.5,74.01000213623047
1963-11-30,1963,11,4.08,30.78,94.4,,579.0,5.7,73.2300033569336
1963-12-31,1963,12,4.14,30.88,,,514.0,5.5,75.0199966430664
1964-01-31,1964,1,4.15,30.94,,,549.0,5.6,77.04000091552734
1964-02-29,1964,2,4.18,30.91,99.5,,609.0,5.4,77.80000305175781
1964-03-31,1964,3,4.23,30.94,,,562.0,5.4,78.9800033569336
1964-04-30,1964,4,4.22,30.95,,,559.0,5.3,79.45999908447266
1964-05-31,1964,5,4.19,30.98,98.5,,523.0,5.1,80.37000274658203
1964-06-30,1964,6,4.15,31.01,,,580.0,5.2,81.69000244140625
1964-07-31,1964,7,4.19,31.02,,,575.0,4.9,83.18000030517578
1964-08-31,1964,8,4.21,31.05,100.6,,582.0,5.0,81.83000183105469
1964-09-30,1964,9,4.18,31.08,,,590.0,5.1,84.18000030517578
1964-10-31,1964,10,4.16,31.12,,,583.0,5.1,84.86000061035156
1964-11-30,1964,11,4.2,31.21,99.9,,548.0,4.8,84.41999816894531
1964-12-31,1964,12,4.21,31.25,,,540.0,5.0,84.75
1965-01-31,1965,1,4.19,31.28,,,533.0,4.9,87.55999755859375
1965-02-28,1965,2,4.22,31.28,102.0,,559.0,5.1,87.43000030517578
1965-03-31,1965,3,4.2,31.31,,,556.0,4.7,86.16000366210938
1965-04-30,1965,4,4.21,31.38,,,555.0,4.8,89.11000061035156
1965-05-31,1965,5,4.23,31.48,105.4,,544.0,4.6,88.41999816894531
1965-06-30,1965,6,4.2,31.61,,,614.0,4.6,84.12000274658203
1965-07-31,1965,7,4.22,31.58,,,554.0,4.4,85.25
1965-08-31,1965,8,4.27,31.55,103.4,,615.0,4.4,87.16999816894531
1965-09-30,1965,9,4.35,31.62,,,587.0,4.3,89.95999908447266
1965-10-31,1965,10,4.41,31.65,,,555.0,4.2,92.41999816894531
1965-11-30,1965,11,4.48,31.75,102.9,,616.0,4.1,91.61000061035156
1965-12-31,1965,12,4.65,31.85,,,609.0,4.0,92.43000030517578
1966-01-31,1966,1,4.69,31.88,,,599.0,4.0,92.87999725341797
1966-02-28,1966,2,5.02,32.08,100.0,,541.0,3.8,91.22000122070312
1966-03-31,1966,3,4.71,32.18,,,557.0,3.8,89.2300033569336
1966-04-30,1966,4,4.79,32.28,,,545.0,3.8,91.05999755859375
1966-05-31,1966,5,4.8,32.35,95.7,,499.0,3.9,86.12999725341797
1966-06-30,1966,6,4.97,32.38,,,434.0,3.8,84.73999786376953
1966-07-31,1966,7,5.05,32.45,,,435.0,3.8,83.5999984741211
1966-08-31,1966,8,5.36,32.65,91.2,,377.0,3.8,77.0999984741211
1966-09-30,1966,9,5.02,32.75,,,358.0,3.7,76.55999755859375
1966-10-31,1966,10,4.97,32.85,,,387.0,3.7,80.19999694824219
1966-11-30,1966,11,5.12,32.88,88.3,,382.0,3.6,80.44999694824219
1966-12-31,1966,12,4.64,32.92,,,369.0,3.8,80.33000183105469
1967-01-31,1967,1,4.52,32.9,,,416.0,3.9,86.61000061035156
1967-02-28,1967,2,4.72,33.0,94.1,,408.0,3.8,86.77999877929688
1967-03-31,1967,3,4.5,33.0,,,439.0,3.8,90.19999694824219
1967-04-30,1967,4,4.78,33.1,,,479.0,3.8,94.01000213623047
1967-05-31,1967,5,4.81,33.1,95.9,,503.0,3.8,89.08000183105469
1967-06-30,1967,6,5.22,33.3,,,499.0,3.9,90.63999938964844
1967-07-31,1967,7,5.16,33.4,,,515.0,3.8,94.75
1967-08-31,1967,8,5.27,33.5,97.0,,504.0,3.8,93.63999938964844
1967-09-30,1967,9,5.31,33.6,,,531.0,3.8,96.70999908447266
1967-10-31,1967,10,5.64,33.7,,,566.0,4.0,93.30000305175781
1967-11-30,1967,11,5.74,33.9,92.9,,500.0,3.9,94.0
1967-12-31,1967,12,5.7,34.0,,,502.0,3.8,96.47000122070312
1968-01-31,1968,1,5.54,34.1,,,494.0,3.7,92.23999786376953
1968-02-29,1968,2,5.56,34.2,97.2,,543.0,3.8,89.36000061035156
1968-03-31,1968,3,5.76,34.3,,,490.0,3.7,90.19999694824219
1968-04-30,1968,4,5.74,34.4,,,501.0,3.5,97.45999908447266
1968-05-31,1968,5,5.86,34.5,92.4,,441.0,3.5,98.68000030517578
1968-06-30,1968,6,5.64,34.7,,,441.0,3.7,99.58000183105469
1968-07-31,1968,7,5.39,34.9,,,493.0,3.7,97.73999786376953
1968-08-31,1968,8,5.42,35.0,92.4,,507.0,3.5,98.86000061035156
1968-09-30,1968,9,5.49,35.1,,,501.0,3.4,102.66999816894531
1968-10-31,1968,10,5.61,35.3,,,502.0,3.4,103.41000366210938
1968-11-30,1968,11,5.78,35.4,91.7,,469.0,3.4,108.37000274658203
1968-12-31,1968,12,6.16,35.6,,,511.0,3.4,103.86000061035156
1969-01-31,1969,1,6.19,35.7,,,480.0,3.4,103.01000213623047
1969-02-28,1969,2,6.26,35.8,98.2,,524.0,3.4,98.12999725341797
1969-03-31,1969,3,6.3,36.1,,,474.0,3.4,101.51000213623047
1969-04-30,1969,4,6.2,36.3,,,450.0,3.4,103.69000244140625
1969-05-31,1969,5,6.56,36.4,91.5,,447.0,3.4,103.45999908447266
1969-06-30,1969,6,6.73,36.6,,,461.0,3.5,97.70999908447266
1969-07-31,1969,7,6.66,36.8,,,436.0,3.5,91.83000183105469
1969-08-31,1969,8,6.83,36.9,86.4,,422.0,3.5,95.51000213623047
1969-09-30,1969,9,7.51,37.1,,,396.0,3.7,93.12000274658203
1969-10-31,1969,10,6.94,37.3,,,401.0,3.7,97.12000274658203
1969-11-30,1969,11,7.29,37.5,79.7,,441.0,3.5,93.80999755859375
1969-12-31,1969,12,7.88,37.7,,,452.0,3.5,92.05999755859375
1970-01-31,1970,1,7.75,37.9,,,461.0,3.9,85.0199966430664
1970-02-28,1970,2,6.9,38.1,78.1,,373.0,4.2,89.5
1970-03-31,1970,3,7.08,38.3,,,389.0,4.4,89.62999725341797
1970-04-30,1970,4,7.82,38.5,,,445.0,4.6,81.5199966430664
1970-05-31,1970,5,7.95,38.6,75.4,,466.0,4.8,76.55000305175781
1970-06-30,1970,6,7.68,38.8,,,485.0,4.9,72.72000122070312
1970-07-31,1970,7,7.38,38.9,,,481.0,5.0,78.05000305175781
1970-08-31,1970,8,7.49,39.0,77.6,,515.0,5.1,81.5199966430664
1970-09-30,1970,9,7.29,39.2,,,564.0,5.4,84.30000305175781
1970-10-31,1970,10,7.33,39.4,,,545.0,5.5,83.25
1970-11-30,1970,11,6.49,39.6,72.4,,570.0,5.9,87.19999694824219
1970-12-31,1970,12,6.5,39.8,,,582.0,6.1,92.1500015258789
1971-01-31,1971,1,6.09,39.9,,,618.0,5.9,95.87999725341797
1971-02-28,1971,2,6.14,39.9,78.1,,618.0,5.9,96.75
1971-03-31,1971,3,5.53,40.0,,,681.0,6.0,100.30999755859375
1971-04-30,1971,4,6.08,40.1,,,662.0,5.9,103.94999694824219
1971-05-31,1971,5,6.38,40.3,80.2,,618.0,5.9,99.62999725341797
1971-06-30,1971,6,6.7,40.5,,,646.0,5.9,98.69999694824219
1971-07-31,1971,7,6.85,40.6,,,706.0,6.0,95.58000183105469
1971-08-31,1971,8,6.28,40.7,82.1,,659.0,6.1,99.02999877929688
1971-09-30,1971,9,6.0,40.8,,,625.0,6.0,98.33999633789062
1971-10-31,1971,10,5.87,40.9,,,647.0,5.8,94.2300033569336
1971-11-30,1971,11,5.93,41.0,82.0,,710.0,6.0,93.98999786376953
1971-12-31,1971,12,5.89,41.1,,,689.0,6.0,102.08999633789062
1972-01-31,1972,1,6.09,41.2,,35.9488,698.0,5.8,103.94000244140625
1972-02-29,1972,2,6.04,41.4,92.8,36.2194,711.0,5.7,106.56999969482422
1972-03-31,1972,3,6.12,41.4,,36.4664,640.0,5.8,107.19999694824219
1972-04-30,1972,4,6.14,41.5,,36.8786,684.0,5.7,107.66999816894531
1972-05-31,1972,5,6.05,41.6,88.6,36.9454,677.0,5.7,109.52999877929688
1972-06-30,1972,6,6.15,41.7,,37.053,687.0,5.7,107.13999938964844
1972-07-31,1972,7,6.12,41.8,,37.0476,681.0,5.6,107.38999938964844
1972-08-31,1972,8,6.42,41.9,95.2,37.5429,773.0,5.6,111.08999633789062
1972-09-30,1972,9,6.54,42.1,,37.809,767.0,5.5,110.55000305175781
1972-10-31,1972,10,6.41,42.2,,38.3741,843.0,5.6,111.58000183105469
1972-11-30,1972,11,6.28,42.4,90.7,38.8702,735.0,5.3,116.66999816894531
1972-12-31,1972,12,6.41,42.5,,39.4285,772.0,5.2,118.05000305175781
1973-01-31,1973,1,6.54,42.7,,39.7323,781.0,4.9,116.02999877929688
1973-02-28,1973,2,6.64,43.0,81.9,40.3702,737.0,5.0,111.68000030517578
1973-03-31,1973,3,6.73,43.4,,40.4413,725.0,4.9,111.5199966430664
1973-04-30,1973,4,6.7,43.7,,40.3808,661.0,5.0,106.97000122070312
1973-05-31,1973,5,6.93,43.9,77.0,40.6467,660.0,4.9,104.94999694824219
1973-06-30,1973,6,6.94,44.2,,40.6564,650.0,4.9,104.26000213623047
1973-07-31,1973,7,7.43,44.2,,40.8401,601.0,4.8,108.22000122070312
1973-08-31,1973,8,7.25,45.0,72.0,40.7324,566.0,4.8,104.25
1973-09-30,1973,9,6.9,45.2,,41.0769,561.0,4.8,108.43000030517578
1973-10-31,1973,10,6.71,45.6,,41.4799,565.0,4.6,108.29000091552734
1973-11-30,1973,11,6.69,45.9,76.5,41.7624,547.0,4.8,95.95999908447266
1973-12-31,1973,12,6.9,46.3,,41.7691,519.0,4.9,97.55000305175781
1974-01-31,1974,1,7.0,46.8,,41.4204,523.0,5.1,96.56999969482422
1974-02-28,1974,2,7.01,47.3,61.8,41.2533,539.0,5.2,96.22000122070312
1974-03-31,1974,3,7.41,47.8,,41.2236,572.0,5.1,93.9800033569336
1974-04-30,1974,4,7.66,48.1,,41.0428,544.0,5.1,90.30999755859375
1974-05-31,1974,5,7.52,48.6,72.1,41.3365,590.0,5.1,87.27999877929688
1974-06-30,1974,6,7.64,49.0,,41.3588,534.0,5.4,86.0
1974-07-31,1974,7,7.89,49.3,,41.3426,534.0,5.5,79.30999755859375
1974-08-31,1974,8,8.11,49.9,64.4,40.9558,492.0,5.5,72.1500015258789
1974-09-30,1974,9,7.94,50.6,,41.0123,511.0,5.9,63.540000915527344
1974-10-31,1974,10,7.79,51.0,,40.7206,448.0,6.0,73.9000015258789
1974-11-30,1974,11,7.64,51.5,59.5,39.4681,450.0,6.6,69.97000122070312
1974-12-31,1974,12,7.4,51.9,,37.6414,417.0,7.2,68.55999755859375
1975-01-31,1975,1,7.53,52.3,,36.8443,416.0,8.1,76.9800033569336
1975-02-28,1975,2,7.46,52.6,57.6,35.8119,422.0,8.1,81.58999633789062
1975-03-31,1975,3,8.01,52.8,,35.3223,477.0,8.6,83.36000061035156
1975-04-30,1975,4,8.31,53.0,,35.3205,543.0,8.8,87.30000305175781
1975-05-31,1975,5,8.04,53.1,72.8,35.2545,579.0,9.0,91.1500015258789
1975-06-30,1975,6,7.96,53.5,,35.5538,557.0,8.8,95.19000244140625
1975-07-31,1975,7,8.2,54.0,,36.0692,569.0,8.6,88.75
1975-08-31,1975,8,8.22,54.2,75.7,36.4482,566.0,8.4,86.87999725341797
1975-09-30,1975,9,8.48,54.6,,37.0871,556.0,8.4,83.87000274658203
1975-10-31,1975,10,7.91,54.9,,37.2883,609.0,8.4,89.04000091552734
1975-11-30,1975,11,8.14,55.3,75.6,37.3698,680.0,8.3,91.23999786376953
1975-12-31,1975,12,7.76,55.6,,37.8905,669.0,8.2,90.19000244140625
1976-01-31,1976,1,7.8,55.8,,38.3571,603.0,7.9,100.86000061035156
1976-02-29,1976,2,7.77,55.9,84.6,38.9629,644.0,7.7,99.70999908447266
1976-03-31,1976,3,7.66,56.0,,39.0877,591.0,7.6,102.7699966430664
1976-04-30,1976,4,7.67,56.1,,39.2948,611.0,7.7,101.63999938964844
1976-05-31,1976,5,7.96,56.4,83.3,39.4946,570.0,7.4,100.18000030517578
1976-06-30,1976,6,7.86,56.7,,39.5372,591.0,7.6,104.27999877929688
1976-07-31,1976,7,7.86,57.0,,39.8146,664.0,7.8,103.44000244140625
1976-08-31,1976,8,7.66,57.3,89.7,40.0651,648.0,7.8,102.91000366210938
1976-09-30,1976,9,7.55,57.6,,40.171,696.0,7.6,105.23999786376953
1976-10-31,1976,10,7.42,57.9,,40.1055,708.0,7.7,102.9000015258789
1976-11-30,1976,11,7.01,58.1,87.0,40.6485,735.0,7.8,102.0999984741211
1976-12-31,1976,12,6.81,58.4,,41.0963,767.0,7.8,107.45999908447266
1977-01-31,1977,1,7.4,58.7,,40.9505,825.0,7.5,102.02999877929688
1977-02-28,1977,2,7.45,59.3,87.1,41.7038,839.0,7.6,99.81999969482422
1977-03-31,1977,3,7.42,59.6,,42.3193,872.0,7.4,98.41999816894531
1977-04-30,1977,4,7.45,60.0,,42.7554,799.0,7.2,98.44000244140625
1977-05-31,1977,5,7.38,60.2,90.2,43.1006,807.0,7.0,96.12000274658203
1977-06-30,1977,6,7.2,60.5,,43.4872,805.0,7.2,100.4800033569336
1977-07-31,1977,7,7.42,60.8,,43.4885,755.0,6.9,98.8499984741211
1977-08-31,1977,8,7.28,61.1,89.0,43.7262,808.0,7.0,96.7699966430664
1977-09-30,1977,9,7.41,61.3,,43.7221,842.0,6.8,96.52999877929688
1977-10-31,1977,10,7.62,61.6,,43.8226,819.0,6.8,92.33999633789062
1977-11-30,1977,11,7.55,62.0,84.4,43.9398,829.0,6.8,94.83000183105469
1977-12-31,1977,12,7.78,62.3,,44.4342,835.0,6.4,95.0999984741211
1978-01-31,1978,1,7.94,62.7,83.7,43.7471,795.0,6.4,89.25
1978-02-28,1978,2,8.04,63.0,84.3,43.9139,791.0,6.3,87.04000091552734
1978-03-31,1978,3,8.15,63.4,78.8,44.6899,814.0,6.3,89.20999908447266
1978-04-30,1978,4,8.24,63.9,81.6,45.3905,864.0,6.1,96.83000183105469
1978-05-31,1978,5,8.42,64.5,82.9,45.6235,857.0,6.0,97.23999786376953
1978-06-30,1978,6,8.62,65.0,80.0,45.9633,834.0,5.9,95.52999877929688
1978-07-31,1978,7,8.56,65.5,82.4,45.9292,789.0,6.2,100.68000030517578
1978-08-31,1978,8,8.39,65.9,78.4,46.188,756.0,5.9,103.29000091552734
1978-09-30,1978,9,8.56,66.5,80.4,46.4248,812.0,6.0,102.54000091552734
1978-10-31,1978,10,8.96,67.1,79.3,46.7505,872.0,5.8,93.1500015258789
1978-11-30,1978,11,8.86,67.5,75.0,47.1947,798.0,5.9,94.69999694824219
1978-12-31,1978,12,9.15,67.9,66.1,47.5233,805.0,6.0,96.11000061035156
1979-01-31,1979,1,8.95,68.5,72.1,47.1867,754.0,5.9,99.93000030517578
1979-02-28,1979,2,9.17,69.2,73.9,47.3334,723.0,5.9,96.27999877929688
1979-03-31,1979,3,9.11,69.9,68.4,47.5584,793.0,5.8,101.58999633789062
1979-04-30,1979,4,9.35,70.6,66.0,46.7513,748.0,5.8,101.76000213623047
1979-05-31,1979,5,9.06,71.4,68.1,47.411,727.0,5.6,99.08000183105469
1979-06-30,1979,6,8.81,72.2,65.8,47.4656,700.0,5.7,102.91000366210938
1979-07-31,1979,7,9.01,73.0,60.4,47.4936,715.0,5.7,103.80999755859375
1979-08-31,1979,8,9.24,73.7,64.5,46.8715,729.0,6.0,109.31999969482422
1979-09-30,1979,9,9.44,74.4,66.7,46.9305,727.0,5.9,109.31999969482422
1979-10-31,1979,10,10.72,75.2,62.1,47.1754,670.0,6.0,101.81999969482422
1979-11-30,1979,11,10.38,76.0,63.3,46.9972,597.0,5.9,106.16000366210938
1979-12-31,1979,12,10.33,76.9,61.0,47.1453,559.0,6.0,107.94000244140625
1980-01-31,1980,1,11.13,78.0,67.0,47.389,592.0,6.3,114.16000366210938
1980-02-29,1980,2,12.72,79.0,66.9,47.3226,541.0,6.3,113.66000366210938
1980-03-31,1980,3,12.64,80.1,56.5,46.9301,474.0,6.3,102.08999633789062
1980-04-30,1980,4,10.76,80.9,52.7,45.9548,370.0,6.9,106.29000091552734
1980-05-31,1980,5,10.25,81.7,51.7,44.5242,469.0,7.5,111.23999786376953
1980-06-30,1980,6,10.09,82.5,58.7,43.7954,552.0,7.6,114.23999786376953
1980-07-31,1980,7,10.76,82.6,62.3,43.2986,636.0,7.8,121.66999816894531
1980-08-31,1980,8,11.55,83.2,67.3,43.6161,659.0,7.7,122.37999725341797
1980-09-30,1980,9,11.86,83.9,73.7,44.3813,596.0,7.5,125.45999908447266
1980-10-31,1980,10,12.46,84.7,75.0,45.2202,561.0,7.5,127.47000122070312
